Serial Number,Main Office,Branch Number,Established Date,Acquired Date,City,County,State,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
1739,0,4985,06/01/1995,09/25/2008,Riverside,Riverside,CA,63786,63040,70246,72604,75790,82405,91622
1740,0,4986,12/18/1995,09/25/2008,Carlsbad,San Diego,CA,87905,94236,91622,93109,96837,100078,115648
1741,0,4988,01/02/1996,09/25/2008,Culver City,Los Angeles,CA,82421,101629,96033,106559,99307,103833,117599
1742,0,4989,12/11/1995,09/25/2008,Oceanside,San Diego,CA,51223,48180,54700,61053,63008,66884,77057
1743,0,4990,09/05/1995,09/25/2008,Sugar Land,Fort Bend,TX,62621,63619,70045,83516,100988,111217,135505
1744,0,4991,11/13/1995,09/25/2008,Dallas,Collin,TX,30796,30325,40929,42165,47809,50482,56806
1745,0,4992,01/16/1996,09/25/2008,Chino Hills,San Bernardino,CA,83390,94093,109139,122077,135565,146203,171325
1746,0,4993,12/18/1995,09/25/2008,San Clemente,Orange,CA,91515,90851,104572,115206,120046,136342,154324
1747,0,4994,08/29/1955,09/25/2008,Bakersfield,Kern,CA,84718,94149,110575,113536,103363,110608,116789
1748,0,4995,12/01/1954,09/25/2008,Delano,Kern,CA,31826,35274,39605,40102,44488,51192,55931
1749,0,4997,07/08/1966,09/25/2008,Ventura,Ventura,CA,61927,63631,64518,66786,78443,84529,105288
1750,0,4998,03/06/1964,09/25/2008,San Diego,San Diego,CA,187599,200558,222480,239328,262644,290023,339862
1751,0,4999,10/18/1968,09/25/2008,Oceanside,San Diego,CA,42347,43442,49817,49732,49553,47823,51314
1752,0,5000,11/06/1981,09/25/2008,Carlsbad,San Diego,CA,52120,55775,68558,79432,94127,108786,117891
1753,0,5001,07/24/1989,09/25/2008,Temecula,Riverside,CA,87263,96913,103310,112410,130836,141620,166175
1754,0,5002,05/29/1990,09/25/2008,Murrieta,Riverside,CA,96155,97243,110803,125419,137784,156704,171500
1755,0,5003,08/24/1970,09/25/2008,Ventura,Ventura,CA,44642,50013,51346,55288,53064,57595,59849
1756,0,5004,12/17/1965,09/25/2008,Hanford,Kings,CA,30582,33811,39050,45828,46205,49743,57250
1757,0,5005,05/16/1980,09/25/2008,Auburn,Placer,CA,91312,91235,98645,98724,104844,114206,124236
1758,0,5006,01/27/1966,09/25/2008,Oroville,Butte,CA,87920,83470,86010,83591,83523,87202,98056
1759,0,5007,05/01/1963,09/25/2008,Los Banos,Merced,CA,61643,60859,60501,59936,64597,67829,76595
1760,0,5009,06/27/1958,09/25/2008,Madera,Madera,CA,41879,45505,47819,45486,47604,56240,60885
1761,0,5010,01/01/1924,09/25/2008,Davis,Yolo,CA,100575,105367,126451,145905,148731,178491,229766
1762,0,5011,02/15/1966,09/25/2008,Pacific Grove,Monterey,CA,87057,84000,90450,85077,88041,93539,102173
1763,0,5012,12/11/1981,09/25/2008,Merced,Merced,CA,78948,77789,80181,80793,83609,96198,102772
1764,0,5013,02/10/1984,09/25/2008,Grass Valley,Nevada,CA,112319,107185,124363,129236,133613,154531,156800
1765,0,5014,01/01/1924,09/25/2008,Placerville,El Dorado,CA,61300,60437,60189,59302,58821,62110,71017
1766,0,5015,03/11/1983,09/25/2008,Tracy,San Joaquin,CA,71711,74952,76151,82839,88296,94205,101836
1767,0,5016,12/18/1978,09/25/2008,Elk Grove,Sacramento,CA,63550,65819,78042,84981,90568,106566,118225
1768,0,5017,03/15/1989,09/25/2008,Gold River,Sacramento,CA,85461,92756,91773,95193,99068,113121,130610
1769,0,5018,01/01/1924,09/25/2008,Woodland,Yolo,CA,48206,47364,48199,48575,48025,55320,59071
1770,0,5019,04/22/1958,09/25/2008,Bakersfield,Kern,CA,39472,42005,48011,49412,53879,56052,60284
1771,0,5020,01/04/1960,09/25/2008,Bakersfield,Kern,CA,62346,64388,65313,66167,68160,68568,69473
1772,0,5021,03/02/1970,09/25/2008,Bakersfield,Kern,CA,75783,86383,102895,122041,134340,125524,136054
1773,0,5022,01/01/1924,09/25/2008,Sacramento,Sacramento,CA,50566,50389,55020,53207,56134,62215,67041
1774,0,5023,12/27/1956,09/25/2008,San Diego,San Diego,CA,73716,92087,119164,93913,100495,103307,112974
1775,0,5024,08/03/1981,09/25/2008,San Diego,San Diego,CA,43771,60917,85401,85611,80161,85412,95888
1776,0,5025,06/20/1968,09/25/2008,San Diego,San Diego,CA,78782,82059,86874,96705,97652,106444,129334
1777,0,5026,10/10/1969,09/25/2008,San Diego,San Diego,CA,173963,179457,189352,201284,211721,226157,238929
1778,0,5027,01/01/1924,09/25/2008,Antelope,Sacramento,CA,41732,41473,45263,47298,51926,56606,62873
1779,0,5028,01/01/1924,09/25/2008,Fair Oaks,Sacramento,CA,47914,50867,52283,55421,64881,68063,75248
1780,0,5030,09/23/1996,09/25/2008,Oxnard,Ventura,CA,73035,72968,76114,71952,72428,77840,82457
1781,0,5031,05/05/1965,09/25/2008,San Francisco,San Francisco,CA,93832,100450,108496,114102,120192,133873,153170
1782,0,5032,05/05/1965,09/25/2008,San Francisco,San Francisco,CA,64357,66672,74948,81397,114167,95382,104254
1783,0,5033,05/05/1965,09/25/2008,San Francisco,San Francisco,CA,95327,101934,99764,101609,116724,130096,154790
1784,0,5034,05/05/1965,09/25/2008,San Francisco,San Francisco,CA,70992,76089,82435,85071,88045,103033,124547
1785,0,5035,05/05/1965,09/25/2008,Pleasanton,Alameda,CA,85938,91108,101829,113703,121888,143959,165128
1786,0,5036,05/05/1965,09/25/2008,San Jose,Santa Clara,CA,77963,76613,85802,84936,89357,101911,112156
1787,0,5037,05/05/1965,09/25/2008,Manhattan Beach,Los Angeles,CA,116743,117947,134788,145564,154301,161660,188123
1788,0,5038,05/05/1965,09/25/2008,Santa Monica,Los Angeles,CA,153058,162705,208858,219568,228569,260261,294384
1789,0,5039,05/05/1965,09/25/2008,El Segundo,Los Angeles,CA,72536,78638,86537,89130,102521,128089,132337
1790,0,5040,05/05/1965,09/25/2008,Garden Grove,Orange,CA,87647,90426,98970,107630,114464,121522,134662
1791,0,5041,05/05/1965,09/25/2008,Gilroy,Santa Clara,CA,96743,97915,106209,111976,114046,124213,154753
1792,0,5042,05/05/1965,09/25/2008,Marina,Monterey,CA,77096,74112,80934,84525,89262,99052,108745
1793,0,5043,05/05/1965,09/25/2008,Carmel,Monterey,CA,47529,51296,57545,63533,73299,77181,83250
1794,0,5044,05/05/1965,09/25/2008,Carmel,Monterey,CA,62264,59942,67210,69369,70102,74158,76722
1795,0,5045,11/30/1980,09/25/2008,Los Angeles,Los Angeles,CA,59746,61058,72732,79171,92271,98770,126596
1796,0,5046,05/05/1965,09/25/2008,Panorama City,Los Angeles,CA,136165,134675,137286,133853,137508,152669,188358
1797,0,5047,05/05/1965,09/25/2008,San Pedro,Los Angeles,CA,178414,174451,176473,173675,178480,192335,199405
1798,0,5048,05/05/1965,09/25/2008,West Covina,Los Angeles,CA,90641,92384,97495,101360,114851,134248,150630
1799,0,5049,05/05/1965,09/25/2008,Los Angeles,Los Angeles,CA,50471,52324,56024,60575,66444,75078,80627
1800,0,5050,05/05/1965,09/25/2008,Diamond Bar,Los Angeles,CA,102699,114443,129945,143149,156612,177175,172808
1801,0,5051,05/05/1965,09/25/2008,San Gabriel,Los Angeles,CA,159902,165423,175999,193766,202158,227515,305084
1802,0,5052,05/05/1965,09/25/2008,Richmond,Contra Costa,CA,95691,97273,105714,104805,106994,112701,123996
1803,0,5053,05/05/1965,09/25/2008,Walnut Creek,Contra Costa,CA,119217,112152,125522,121933,121932,126885,135559
1804,0,5054,05/05/1965,09/25/2008,Hollywood,Los Angeles,CA,197027,206238,231570,237494,247316,281802,315820
1805,0,5055,05/05/1965,09/25/2008,Los Angeles,Los Angeles,CA,125815,128545,144124,164688,176936,199420,210360
1806,0,5056,05/05/1965,09/25/2008,El Monte,Los Angeles,CA,86525,89577,101609,107681,118731,129958,144264
1807,0,5058,05/05/1965,09/25/2008,Fullerton,Orange,CA,94815,100520,107892,111742,123219,132499,150544
1808,0,5059,05/05/1965,09/25/2008,Los Angeles,Los Angeles,CA,118511,130072,140451,146993,159555,172809,198964
1809,0,5060,05/05/1965,09/25/2008,Northridge,Los Angeles,CA,94343,94891,100204,107922,109783,118035,128515
1810,0,5061,05/05/1965,09/25/2008,Downey,Los Angeles,CA,70428,68199,77636,87076,96850,112089,127612
1811,0,5062,05/05/1965,09/25/2008,Camarillo,Ventura,CA,92887,95113,95746,98689,104713,116583,129952
1812,0,5064,07/08/1957,09/25/2008,North Hollywood,Los Angeles,CA,127781,131207,144495,168281,180747,207537,225660
1813,0,5065,07/08/1957,09/25/2008,Reseda,Los Angeles,CA,86912,85208,90590,92766,94020,98667,106946
1814,0,5066,07/08/1957,09/25/2008,San Dimas,Los Angeles,CA,76757,78860,88841,91197,108716,128995,136519
1815,0,5067,07/08/1957,09/25/2008,Glendora,Los Angeles,CA,107239,114269,124189,125484,134712,149675,174358
1816,0,5068,06/30/1989,09/25/2008,Granada Hills,Los Angeles,CA,141452,144890,164115,166946,176937,193293,221837
1817,0,5069,12/27/1988,09/25/2008,Aptos,Santa Cruz,CA,67348,67732,67915,72081,84612,96564,110467
1818,0,5070,08/01/1994,09/25/2008,Torrance,Los Angeles,CA,199074,206110,218991,237467,246023,259589,365084
1819,0,5071,12/12/1994,09/25/2008,Woodland Hills,Los Angeles,CA,64811,68958,76607,89102,103115,105069,110501
1820,0,5072,04/10/1998,09/25/2008,Foothill Ranch,Orange,CA,72472,78438,87540,93599,105702,109498,125855
1821,0,5074,07/01/1997,09/25/2008,Portola Valley,San Mateo,CA,92897,98760,103791,99125,107345,116512,154299
1822,0,5075,09/15/1997,09/25/2008,Los Angeles,Los Angeles,CA,29232,29766,32872,33021,36880,40605,48611
1823,0,5077,07/01/1997,09/25/2008,Northridge,Los Angeles,CA,151063,148020,148953,158265,166694,177484,352990
1824,0,5078,07/01/1997,09/25/2008,Paso Robles,San Luis Obispo,CA,61887,64889,67254,78979,91528,104212,121329
1825,0,5079,07/01/1997,09/25/2008,Cooper City,Broward,FL,74873,81164,96591,115125,136304,154696,164262
1826,0,5080,07/01/1997,09/25/2008,Delray Beach,Palm Beach,FL,48914,49363,56806,58258,65441,86761,103161
1827,0,5082,07/01/1997,09/25/2008,Melbourne,Brevard,FL,42699,44906,55363,71322,71602,77005,81917
1828,0,5083,07/01/1997,09/25/2008,Miami,Miami-Dade,FL,54841,55522,63745,69099,71575,99532,105333
1829,0,5084,07/01/1997,09/25/2008,West Palm Beach,Palm Beach,FL,71508,71744,79280,82677,82962,88932,95359
1830,0,5085,01/06/1999,09/25/2008,Clermont,Lake,FL,33813,36144,44241,54941,60871,64993,75722
1831,0,5086,02/01/1999,09/25/2008,Royal Palm Beach,Palm Beach,FL,51877,55398,61150,67721,71929,85130,94618
1832,0,5087,03/01/1999,09/25/2008,Wellington,Palm Beach,FL,62450,72149,90293,97776,108199,119786,131497
1833,0,5090,10/03/1998,09/25/2008,Houston,Harris,TX,23619,23557,27786,31881,33764,40928,44513
1834,0,5091,10/03/1998,09/25/2008,Chico,Butte,CA,52897,53945,59310,66799,72976,79542,89491
1835,0,5092,06/07/1999,09/25/2008,Elk Grove,Sacramento,CA,68514,68620,77437,80833,83125,90643,102245
1836,0,5093,04/05/1999,09/25/2008,Fairfield,Solano,CA,37497,39599,41853,42363,47895,57617,66023
1837,0,5094,02/16/1999,09/25/2008,Folsom,Sacramento,CA,51487,55965,59536,64167,71022,66947,80188
1838,0,5095,10/03/1998,09/25/2008,Hemet,Riverside,CA,104015,102194,106267,109295,117027,124451,127319
1839,0,5096,10/03/1998,09/25/2008,LA Crescenta,Los Angeles,CA,85129,87054,92908,95852,106877,119655,134248
1840,0,5097,10/03/1999,09/25/2008,Monterey,Monterey,CA,124366,126339,129783,131178,135450,150171,167505
1841,0,5098,10/03/1998,09/25/2008,Napa,Napa,CA,24755,27532,33578,34385,37496,44156,49551
1842,0,5100,12/06/1999,09/25/2008,Coral Springs,Broward,FL,54729,61590,77098,84595,94559,106160,134522
1843,0,5101,08/12/1999,09/25/2008,Fort Lauderdale,Broward,FL,37051,45430,56341,61483,72881,81690,97203
1844,0,5102,02/01/2000,09/25/2008,Hialeah,Miami-Dade,FL,50579,54946,60317,67804,67817,76490,92094
1845,0,5103,06/05/2000,09/25/2008,Orange City,Volusia,FL,22923,26679,33989,45139,47043,52273,60812
1846,0,5106,12/30/1988,09/25/2008,Houston,Harris,TX,63439,68712,105830,128496,111470,108353,111970
1847,0,5107,12/21/1937,09/25/2008,Houston,Harris,TX,54746,51494,54849,57760,63757,69789,74488
1848,0,5108,12/30/1988,09/25/2008,Houston,Harris,TX,92313,88873,88713,93599,101998,103639,111909
1849,0,5109,06/30/1986,09/25/2008,Houston,Harris,TX,89280,98361,129930,157297,187726,202588,219690
1850,0,5110,12/30/1988,09/25/2008,Houston,Harris,TX,71414,70399,71690,72147,76119,79779,84104
1851,0,5111,12/21/1937,09/25/2008,Houston,Harris,TX,79750,81038,83487,94394,101474,103035,113560
1852,0,5112,12/21/1937,09/25/2008,Houston,Harris,TX,64657,68462,69389,74189,78263,88175,93065
1853,0,5117,10/01/1958,09/25/2008,Houston,Harris,TX,97552,99894,108061,112177,123744,122157,125341
1854,0,5118,10/01/1958,09/25/2008,Houston,Harris,TX,28657,29540,33440,35965,39265,45577,44220
1855,0,5121,10/01/1958,09/25/2008,Houston,Harris,TX,28093,29583,30243,29085,28744,31609,33676
1856,0,5122,10/01/1958,09/25/2008,The Woodlands,Montgomery,TX,58321,59562,67834,70052,81977,95676,100408
1857,0,5123,06/30/1985,09/25/2008,Arlington,Tarrant,TX,34235,34696,37371,38615,41257,48390,51471
1858,0,5124,06/30/1986,09/25/2008,Houston,Harris,TX,63553,62646,67016,68384,72630,77209,87959
1859,0,5126,05/14/1990,09/25/2008,Houston,Harris,TX,105937,108873,114230,126047,132866,138353,142223
1860,0,5127,01/01/1963,09/25/2008,Houston,Harris,TX,85684,87758,91488,95898,103993,107896,118148
1861,0,5128,06/30/1985,09/25/2008,Houston,Harris,TX,51902,52902,60735,66882,73296,79191,90768
1862,0,5130,12/07/1961,09/25/2008,Dallas,Dallas,TX,38732,42444,52337,43023,45876,47724,50119
1863,0,5132,12/07/1961,09/25/2008,Dallas,Dallas,TX,12101,12037,12003,13346,13846,15137,18163
1864,0,5135,06/30/1985,09/25/2008,San Antonio,Bexar,TX,27242,24337,26310,25932,26282,26050,29162
1865,0,5137,05/31/1989,09/25/2008,Carrollton,Denton,TX,43939,45218,46580,51514,54694,61559,65951
1866,0,5138,06/30/1987,09/25/2008,Bedford,Tarrant,TX,54713,57304,72692,71900,83088,94737,93159
1867,0,5140,01/01/1932,09/25/2008,Dallas,Dallas,TX,62780,66932,77985,84549,79938,94435,103725
1868,0,5141,01/01/1932,09/25/2008,Dallas,Dallas,TX,36418,35942,36974,38763,43471,46414,51035
1869,0,5144,01/01/1932,09/25/2008,Dallas,Dallas,TX,39235,40737,43735,47988,48754,48878,54823
1870,0,5147,01/01/1932,09/25/2008,Dallas,Dallas,TX,39326,40804,49391,54255,63510,92161,89650
1871,0,5149,10/15/1993,09/25/2008,Kingwood,Harris,TX,85680,97972,116755,127845,143359,166313,175630
1872,0,5151,12/21/1937,09/25/2008,Richardson,Dallas,TX,31657,33388,36887,39702,43653,45512,49539
1873,0,5163,12/15/1997,09/25/2008,Plano,Collin,TX,21771,21945,28435,29992,32583,37522,44917
1874,0,5186,09/17/1998,09/25/2008,Flower Mound,Denton,TX,42335,46336,51577,56729,62909,75002,81846
1875,0,5188,04/09/1999,09/25/2008,Fort Worth,Tarrant,TX,24613,27115,30968,34942,37734,44185,50318
1876,0,5192,10/19/1998,09/25/2008,Grand Prairie,Dallas,TX,29562,31386,37149,40211,42257,47824,56712
1877,0,5197,12/28/1998,09/25/2008,Houston,Harris,TX,47898,56625,63562,83156,95224,103804,113256
1878,0,5198,09/30/1998,09/25/2008,Houston,Harris,TX,57662,65691,71013,89768,105231,123184,135293
1879,0,5204,06/14/1999,09/25/2008,Irving,Dallas,TX,37390,45654,54983,64749,79004,91352,109061
1880,0,5206,11/23/1999,09/25/2008,Katy,Harris,TX,74094,83210,91504,93805,128636,135089,149689
1881,0,5226,12/09/1999,09/25/2008,Aliso Viejo,Orange,CA,89447,102337,124302,140566,157800,181424,211756
1882,0,5227,09/20/1999,09/25/2008,Antioch,Contra Costa,CA,56296,58083,61433,63281,64079,67207,71942
1883,0,5228,05/01/2000,09/25/2008,Fairfield,Solano,CA,49069,51287,59837,58029,64634,74155,83023
1884,0,5229,06/05/2000,09/25/2008,San Diego,San Diego,CA,77096,83063,94517,105373,111643,128110,148586
1885,0,5230,09/13/1999,09/25/2008,Vacaville,Solano,CA,46559,45193,46097,47988,54233,57418,65208
1886,0,5233,09/20/1929,09/25/2008,Brooklyn,Kings,NY,195770,190571,188539,203894,213179,218663,236990
1887,0,5235,10/08/1932,09/25/2008,Brooklyn,Kings,NY,168325,166328,178360,202206,225287,246898,282050
1888,0,5238,03/19/1976,09/25/2008,Huntington Station,Suffolk,NY,138470,138693,142428,142795,142998,145321,217044
1889,0,5240,07/01/1980,09/25/2008,Miller Place,Suffolk,NY,80437,85419,97779,99300,97617,102429,116923
1890,0,5244,12/27/1973,09/25/2008,New City,Rockland,NY,90135,83165,86344,87117,85517,85694,85607
1891,0,5246,09/27/1980,09/25/2008,East Northport,Suffolk,NY,139273,132337,124736,120264,155803,157482,170191
1892,0,5250,04/12/1983,09/25/2008,Brooklyn,Kings,NY,201285,188858,181469,184374,190112,192304,209622
1893,0,5251,06/24/1983,09/25/2008,Franklin Square,Nassau,NY,133178,130207,131174,135692,125677,130902,138980
1894,0,5254,02/13/1988,09/25/2008,Massapequa,Nassau,NY,115827,107815,105013,107495,105147,103131,109082
1895,0,5256,10/01/1993,09/25/2008,Brooklyn,Kings,NY,81139,80286,83366,89712,98321,106781,115215
1896,0,5257,01/01/1868,09/25/2008,Brooklyn,Kings,NY,104145,107036,111740,123807,131710,137438,151407
1897,0,5258,01/01/1923,09/25/2008,Brooklyn,Kings,NY,182630,175126,194780,216559,250726,291515,340561
1898,0,5259,11/25/1966,09/25/2008,Carle Place,Nassau,NY,83207,78699,78779,77555,82150,90589,96379
1899,0,5260,11/24/1967,09/25/2008,Staten Island,Richmond,NY,104431,99369,100168,101158,97180,99773,100598
1900,0,5261,10/01/1969,09/25/2008,Brooklyn,Kings,NY,71555,74717,86403,88198,97808,113396,120796
1901,0,5262,11/29/1956,09/25/2008,Brooklyn,Kings,NY,98613,98151,103684,112318,122717,134721,149010
1902,0,5263,09/19/1960,09/25/2008,Brooklyn,Kings,NY,158999,160105,166255,184679,191458,203432,217965
1903,0,5264,03/28/1967,09/25/2008,Hewlett,Nassau,NY,107931,105566,265147,280766,282461,306828,328494
1904,0,5265,12/27/1972,09/25/2008,New York City,New York,NY,52264,63463,66876,77345,87884,101962,112207
1905,0,5269,06/28/1978,09/25/2008,Rockville Centre,Nassau,NY,71479,74344,82101,86508,92703,93494,99651
1906,0,5270,12/30/1980,09/25/2008,New York City,New York,NY,120808,127357,145155,159245,170838,192000,222098
1907,0,5271,12/30/1980,09/25/2008,Staten Island,Richmond,NY,76140,74510,83904,91454,103340,116549,136619
1908,0,5272,12/30/1980,09/25/2008,Staten Island,Richmond,NY,115586,117277,117681,127653,130135,133594,144978
1909,0,5273,12/30/1980,09/25/2008,Greenlawn,Suffolk,NY,95518,90608,94249,96817,99054,97318,100609
1910,0,5274,12/30/1980,09/25/2008,Selden,Suffolk,NY,58121,58450,57977,60994,64913,70262,73233
1911,0,5276,12/30/1980,09/25/2008,Merrick,Nassau,NY,86775,81610,84794,87949,92487,96567,107203
1912,0,5277,12/30/1980,09/25/2008,Baldwin,Nassau,NY,49523,44645,45315,49094,52162,53518,54520
1913,0,5278,12/30/1980,09/25/2008,Rego Park,Queens,NY,47130,46562,51164,58109,69245,75817,86187
1914,0,5279,01/01/1919,09/25/2008,Edgewater,Bergen,NJ,60645,62922,73468,79549,107409,146355,154517
1915,0,5280,01/01/1919,09/25/2008,Hackettstown,Warren,NJ,32949,50732,54125,55145,65823,64510,71504
1916,0,5281,01/01/1919,09/25/2008,Sparta,Sussex,NJ,61028,102216,105821,110913,114904,124504,137488
1917,0,5282,01/01/1919,09/25/2008,Bayonne,Hudson,NJ,62211,57038,63175,66019,69429,73668,81416
1918,0,5283,01/01/1919,09/25/2008,Morris Plains,Morris,NJ,56605,55416,54984,184077,191289,198905,212514
1919,0,5284,01/01/1919,09/25/2008,Nutley,Essex,NJ,116410,107756,109445,115854,121144,124600,150074
1920,0,5285,01/01/1919,09/25/2008,Somerset,Somerset,NJ,72992,73492,81138,88810,90500,96031,105819
1921,0,5286,01/01/1919,09/25/2008,Deal,Monmouth,NJ,42916,42359,43508,51811,66244,74478,78858
1922,0,5287,01/01/1919,09/25/2008,Old Bridge,Middlesex,NJ,70877,109778,105761,116157,124132,132890,135739
1923,0,5288,01/01/1919,09/25/2008,Avenel,Middlesex,NJ,89958,91984,88780,94738,93102,98858,112745
1924,0,5290,01/01/1919,09/25/2008,Piscataway,Middlesex,NJ,55769,53679,60149,64394,72337,79927,87007
1925,0,5291,01/01/1919,09/25/2008,Monroe,Middlesex,NJ,61507,61080,55564,58511,66407,68003,72680
1926,0,5292,01/01/1919,09/25/2008,Wayne,Passaic,NJ,189877,186352,192544,206548,214454,216925,238942
1927,0,5293,01/01/1919,09/25/2008,Elmwood Park,Bergen,NJ,72176,68208,66234,66067,65224,66810,67563
1928,0,5295,06/20/1942,09/25/2008,Brooklyn,Kings,NY,138570,138941,147524,152279,153927,170498,182742
1929,0,5296,06/30/1866,09/25/2008,Brooklyn,Kings,NY,95119,89365,89597,93970,96164,104420,108298
1930,0,5297,06/30/1866,09/25/2008,Brooklyn,Kings,NY,75933,72045,79768,82847,87159,92198,97963
1931,0,5298,05/24/1958,09/25/2008,Brooklyn,Kings,NY,134709,134701,140892,152443,160653,171635,191905
1932,0,5299,12/18/1963,09/25/2008,Sunnyside,Queens,NY,152318,148672,153678,165485,179970,189681,194854
1933,0,5300,09/28/1961,09/25/2008,Plainview,Nassau,NY,183692,195313,199066,224193,225193,235583,266775
1934,0,5302,09/26/1975,09/25/2008,Maspeth,Queens,NY,63044,59858,60868,63033,64865,71833,74475
1935,0,5303,11/23/1977,09/25/2008,New York City,New York,NY,111511,122137,137706,173488,209082,231299,275429
1936,0,5304,09/01/1933,09/25/2008,Brooklyn,Kings,NY,361780,352659,378634,403761,427116,433473,460964
1937,0,5305,10/15/1990,09/25/2008,New York City,New York,NY,60794,61865,78820,111909,108844,111568,131018
1938,0,5307,02/12/1996,09/25/2008,Bronx,Bronx,NY,48225,44979,42078,45351,43539,44473,176198
1939,0,5308,07/01/1984,09/25/2008,Valley Stream,Nassau,NY,278217,277993,265686,276121,272939,278431,297047
1940,0,5311,01/01/1890,09/25/2008,Brooklyn,Kings,NY,76223,78067,81548,91057,91267,94268,103457
1941,0,5313,01/01/1890,09/25/2008,New York City,New York,NY,77867,83547,90477,100261,119738,129656,146227
1942,0,5314,01/01/1890,09/25/2008,Flushing,Queens,NY,76557,70786,73655,84982,92429,101184,167383
1943,0,5317,01/01/1922,09/25/2008,Paterson,Passaic,NJ,40771,36831,35628,37145,38487,40480,42827
1944,0,5318,01/01/1890,09/25/2008,Ramsey,Bergen,NJ,24628,25814,29024,30224,33535,41820,47428
1945,0,5319,04/19/1991,09/25/2008,Woodland Park,Passaic,NJ,60945,56230,64030,69223,70834,76891,81283
1946,0,5320,01/01/1926,09/25/2008,Haledon,Passaic,NJ,51489,79410,77021,78788,81127,84605,89030
1947,0,5321,01/01/1926,09/25/2008,Totowa,Passaic,NJ,38560,36247,36147,37199,48636,46239,41678
1948,0,5324,01/01/1927,09/25/2008,Haworth,Bergen,NJ,28472,31757,36995,34812,38929,43636,47405
1949,0,5325,05/22/1999,09/25/2008,Fairview,Bergen,NJ,22591,22162,23525,25528,27420,28334,29788
1950,0,5326,10/01/1988,09/25/2008,Holbrook,Suffolk,NY,51611,51197,55979,61443,66004,72593,84886
1951,0,5327,03/26/1899,09/25/2008,Sayville,Suffolk,NY,90852,90768,98321,101312,107781,143499,155070
1952,0,5329,01/31/1962,09/25/2008,Bayport,Suffolk,NY,73649,98730,76009,83167,85175,97994,103421
1953,0,5331,06/26/1976,09/25/2008,Yaphank,Suffolk,NY,41310,41471,40949,44208,46319,48310,53356
1954,0,5332,10/18/1980,09/25/2008,East Setauket,Suffolk,NY,54004,55982,57554,63067,71320,81685,94190
1955,0,5334,02/14/1986,09/25/2008,Port Jefferson,Suffolk,NY,48011,47322,51135,51550,54978,57476,63194
1956,0,5337,01/01/1923,09/25/2008,Massapequa,Nassau,NY,99789,94405,89926,93709,92085,91580,98301
1957,0,5338,01/01/1934,09/25/2008,East Meadow,Nassau,NY,99734,101764,106967,112255,120893,117609,129143
1958,0,5339,01/01/1934,09/25/2008,Copiague,Suffolk,NY,85100,78042,77207,83384,83213,86851,139193
1959,0,5340,01/01/1934,09/25/2008,Bethpage,Nassau,NY,60564,57435,55010,57454,60542,61828,65846
1960,0,5342,01/01/1934,09/25/2008,Shirley,Suffolk,NY,44675,47617,50859,53270,53082,54960,62708
1961,0,5343,01/01/1889,09/25/2008,Hempstead,Nassau,NY,41147,41873,43346,48622,48457,54833,63207
1962,0,5344,01/01/1949,09/25/2008,New Hyde Park,Nassau,NY,92275,93613,94488,97360,105336,121436,124939
1963,0,5345,01/01/1934,09/25/2008,Lindenhurst,Suffolk,NY,44413,45081,44581,49243,50215,88402,93751
1964,0,5346,01/01/1934,09/25/2008,Riverhead,Suffolk,NY,36424,35544,33779,37630,39245,39762,46400
1965,0,5348,03/19/1990,09/25/2008,Islandia,Suffolk,NY,35283,37104,37740,43874,43710,51284,49415
1966,0,5351,05/10/1999,09/25/2008,Santa Ana,Orange,CA,11154,15475,20733,23888,26591,30489,37644
1967,0,5354,05/10/1999,09/25/2008,San Diego,San Diego,CA,90597,95236,94623,95752,103250,125006,136296
1968,0,5358,04/15/2000,09/25/2008,Henderson,Clark,NV,32290,33124,37140,40967,42704,41746,46166
1969,0,5359,08/28/2000,09/25/2008,Las Vegas,Clark,NV,31684,33377,39170,41375,44325,49981,56158
1970,0,5360,01/22/2002,09/25/2008,Henderson,Clark,NV,13744,19152,34019,37203,41714,50677,56420
1971,0,5362,08/07/2000,09/25/2008,Las Vegas,Clark,NV,24501,32828,32736,31729,34838,40382,48331
1972,0,5363,08/08/2000,09/25/2008,Hialeah,Miami-Dade,FL,34700,39302,43831,51141,59757,68665,78973
1973,0,5364,10/23/2000,09/25/2008,Las Vegas,Clark,NV,36647,43155,42240,43692,42754,44038,49008
1974,0,5365,10/23/2000,09/25/2008,Las Vegas,Clark,NV,43242,49278,58567,66094,66626,77168,83160
1975,0,5366,12/04/2000,09/25/2008,Miami Lakes,Miami-Dade,FL,61834,65214,76798,83831,96333,105636,113543
1976,0,5368,01/08/2001,09/25/2008,Sugar Land,Fort Bend,TX,49398,51282,63781,81274,93802,117379,133878
1977,0,5370,02/05/2001,09/25/2008,Miami,Miami-Dade,FL,33294,37718,42006,48385,52349,58658,63645
1978,0,5372,12/17/2001,09/25/2008,Lithia Springs,Douglas,GA,10155,11542,17322,15014,29806,27865,29170
1979,0,5373,12/17/2001,09/25/2008,Johns Creek,Fulton,GA,17445,21184,28757,38358,44279,50607,53714
1980,0,5374,12/17/2001,09/25/2008,Atlanta,Fulton,GA,26462,64742,64399,65069,155336,177252,189246
1981,0,5375,12/17/2001,09/25/2008,Atlanta,Fulton,GA,20306,26005,41796,56301,89927,83521,109985
